,Datetime,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2020-10-16 13:39:30.612866,298,452,302,448,298,448,318,450,0,0,339,474,294,476,350,508,288,508,358,539,286,536,329,538,304,538,334,590,306,590,329,637,314,636,None
2,2020-10-16 13:39:30.905053,309,455,312,451,308,451,328,452,0,0,347,478,304,479,358,512,297,513,366,545,291,541,335,545,308,545,338,596,311,594,339,644,323,638,None
3,2020-10-16 13:39:31.193805,317,453,322,449,317,449,337,451,0,0,356,478,312,476,366,513,304,509,367,546,299,539,342,546,315,543,343,597,310,594,341,644,313,639,None
4,2020-10-16 13:39:31.453167,321,455,325,450,322,450,342,453,0,0,360,479,314,476,369,516,305,512,367,547,301,542,344,546,318,544,343,597,317,596,338,647,321,648,move advance
5,2020-10-16 13:39:31.712151,319,458,324,454,319,453,340,457,0,0,360,485,314,480,369,519,303,517,372,550,299,550,348,552,321,550,346,605,323,607,340,653,321,658,move advance
6,2020-10-16 13:39:31.974443,311,457,315,452,311,452,332,454,0,0,355,481,308,481,368,518,299,520,378,551,296,553,345,552,317,552,349,607,321,609,336,655,324,659,move advance
7,2020-10-16 13:39:32.237300,309,456,313,450,309,450,330,452,0,0,353,478,305,480,367,515,297,517,379,547,294,550,344,553,314,554,350,606,320,611,338,656,328,659,None
8,2020-10-16 13:39:32.495172,310,459,315,453,310,452,333,455,0,0,355,485,305,484,367,521,298,523,378,557,297,553,345,557,315,557,346,616,321,617,348,672,323,667,move advance
9,2020-10-16 13:39:32.764192,316,461,322,455,317,455,340,456,0,0,360,487,310,486,372,529,301,529,381,565,299,560,347,561,319,563,348,621,320,621,345,677,325,673,move advance
10,2020-10-16 13:39:33.033005,319,456,324,450,0,0,343,454,0,0,368,484,313,481,380,525,303,524,384,559,300,559,352,565,321,564,352,624,318,622,333,679,336,679,None
11,2020-10-16 13:39:33.297940,323,461,328,454,320,454,345,452,0,0,368,484,314,486,381,522,305,529,385,558,303,563,355,564,323,565,353,627,323,626,343,685,320,692,move advance
12,2020-10-16 13:39:33.565202,326,466,332,459,321,461,344,456,317,461,366,490,309,493,379,528,299,537,383,564,300,578,353,571,319,572,353,632,323,635,332,688,333,690,move advance
13,2020-10-16 13:39:33.837101,327,462,333,455,321,456,342,454,315,457,363,485,303,492,378,530,293,537,387,572,291,577,350,570,317,574,357,633,321,638,340,686,333,689,move advance
14,2020-10-16 13:39:34.110678,332,463,337,455,326,457,346,454,318,457,363,487,304,490,378,532,291,538,393,574,290,575,350,571,316,574,355,639,318,641,327,716,333,715,None
15,2020-10-16 13:39:34.373560,339,470,345,463,333,464,354,462,324,464,370,494,308,497,382,540,296,544,396,586,293,584,355,584,319,584,357,664,319,655,341,720,340,718,move advance
16,2020-10-16 13:39:34.643790,365,457,366,451,359,452,367,453,341,454,379,492,316,491,391,543,301,540,397,587,295,585,363,586,325,587,359,665,323,661,337,720,326,720,move advance
17,2020-10-16 13:39:34.913257,374,458,374,452,368,453,0,0,344,457,386,492,318,494,397,540,303,542,400,583,295,587,365,589,326,591,363,672,331,666,348,720,326,720,move advance
18,2020-10-16 13:39:35.185129,379,466,379,459,372,461,0,0,346,465,386,495,317,504,400,545,301,557,404,587,298,604,370,599,328,605,349,700,350,702,0,0,0,0,None
19,2020-10-16 13:39:35.455312,378,464,377,457,371,459,0,0,343,463,384,495,314,505,398,545,300,563,411,601,298,615,371,606,332,610,363,688,334,688,335,720,356,720,move advance
20,2020-10-16 13:39:35.728218,382,463,383,456,374,457,0,0,350,462,387,496,314,504,403,552,304,562,422,601,307,613,377,613,334,613,387,696,334,704,0,0,0,0,move advance
21,2020-10-16 13:39:35.998202,392,477,392,469,386,470,0,0,358,471,396,507,324,517,411,567,314,573,425,615,319,626,387,629,339,632,387,717,337,713,0,0,0,0,move advance
22,2020-10-16 13:39:36.275658,396,484,401,472,389,473,406,466,365,464,415,508,334,510,429,568,315,574,437,640,307,634,377,624,345,627,348,719,353,719,0,0,0,0,None
23,2020-10-16 13:39:36.545740,389,477,398,467,380,468,408,463,363,463,427,507,338,510,449,569,311,572,453,628,295,636,401,629,346,632,400,715,397,717,0,0,0,0,move advance
