,Datetime,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2020-10-16 14:22:22.966163,169,452,170,443,0,0,187,447,259,442,179,536,302,530,158,660,0,0,172,677,0,0,210,720,0,0,0,0,0,0,0,0,0,0,None
2,2020-10-16 14:22:23.240772,113,439,116,429,0,0,138,432,208,431,150,503,232,506,0,0,0,0,0,0,0,0,178,683,0,0,0,0,0,0,0,0,0,0,None
3,2020-10-16 14:22:31.518705,313,456,317,451,309,451,322,453,301,452,326,479,290,475,331,514,278,507,336,542,294,496,321,541,297,541,330,590,294,589,273,626,273,626,move left
4,2020-10-16 14:22:31.777186,328,455,331,450,322,450,336,451,315,451,345,477,306,474,356,512,292,505,367,542,303,491,335,537,312,538,340,586,319,587,334,637,311,636,move advance
5,2020-10-16 14:22:32.035952,339,459,342,455,334,456,347,457,327,457,356,483,317,479,372,512,303,509,381,543,310,498,346,545,322,546,339,599,335,599,337,636,336,637,move recession
6,2020-10-16 14:22:32.296324,346,459,349,455,340,455,354,456,333,457,365,482,323,481,376,516,310,514,386,548,317,502,359,550,333,549,361,598,342,600,346,646,346,647,move advance
7,2020-10-16 14:22:32.555102,347,455,354,450,345,450,363,452,340,452,374,478,332,475,384,513,319,509,390,546,326,493,366,548,337,546,374,600,343,603,368,647,349,650,move advance
8,2020-10-16 14:22:32.815126,349,457,354,453,349,453,369,456,349,454,385,487,338,480,394,522,329,515,398,556,329,502,374,554,345,551,347,610,362,611,360,660,389,665,move advance
9,2020-10-16 14:22:33.075218,357,457,361,452,357,451,378,454,0,0,399,486,350,480,409,524,339,515,413,558,339,499,385,557,353,553,388,617,350,610,371,664,359,661,None
10,2020-10-16 14:22:33.339688,360,455,364,450,359,450,380,452,0,0,404,481,352,478,417,518,343,513,419,551,341,498,393,557,359,553,386,616,385,615,386,670,361,671,move advance
11,2020-10-16 14:22:33.603777,357,462,362,456,357,455,382,457,0,0,406,486,355,484,418,520,344,528,422,553,342,507,394,566,361,563,393,626,365,628,378,678,365,680,move advance
12,2020-10-16 14:22:33.872113,347,458,351,453,0,0,374,456,0,0,404,485,350,484,415,527,338,528,422,567,339,504,392,567,358,567,397,628,365,632,385,681,368,689,move advance
13,2020-10-16 14:22:34.143061,346,456,350,450,0,0,370,449,0,0,402,483,349,479,417,526,334,528,426,564,337,506,391,566,356,566,395,628,362,631,387,687,366,694,None
